-2.3379,1.4633,-0.74085,1.6269,1.8585,0.83952,-0.34479,-1.1037,1.1941,-0.93585,-0.87233,0.07119,0.88562,-0.18337,0.29206,0.46611,-0.54586,1.0887,-1.2713,0.16382,-0.19272,-0.4132,-0.22899,0.49049,-0.64081,-0.13231,-1.221,0.52831,0.83302,1.4552,0.063818,-1.1264,0.50032,-0.87658,0.8319,0.9276,2.01,-0.26025,1.1827,0.8654,1.4215,-0.57416,1.2945,-1.329,-0.69239,0.5673,-0.086878,0.46868,0.55802,-0.68588
7.723,1.2823,0.2575,-0.35915,-0.005491,-0.10378,-0.44786,0.06012,-0.31953,-0.33653,-0.18176,0.29426,0.44805,-0.052796,-0.11484,0.15177,0.37195,0.0095644,-0.082342,0.19606,-0.073255,0.11084,0.14211,-0.19559,0.1742,-0.08072,-0.043789,-0.10618,-0.042006,0.021319,0.1007,-0.062237,0.014599,0.059864,-0.034957,0.05065,0.014339,-0.075325,-0.025943,-0.11152,-0.18283,-0.094186,-0.025973,-0.045919,-0.065003,0.054044,0.011094,-0.017613,-0.0059295,0.093751
-3.955,-4.6531,0.40113,2.3961,1.418,1.1017,2.3463,2.1359,0.25601,0.63029,2.4355,1.6432,-1.7533,-0.81807,-0.31787,-0.072369,0.35706,0.92151,1.8738,-0.23247,-0.79736,-0.68425,0.88875,1.3571,0.95541,0.90086,-0.22099,0.17808,-0.49033,1.2439,0.78715,0.94606,-1.3958,-0.63314,-0.96734,-2.0265,-0.91561,-0.61426,-0.072567,0.28622,-0.94857,-1.2474,-0.69754,-0.56083,-1.2305,-1.0867,-1.6259,0.76019,0.41083,0.77202
7.2547,-4.6846,-0.38136,-0.10434,0.87467,-0.28854,0.70689,2.3334,-0.044749,-0.58992,1.5869,0.41783,0.6156,-0.37029,0.5096,0.55906,0.53124,-0.10398,0.11048,0.31858,0.038749,0.040129,0.19909,-0.30776,-0.60287,-0.36703,-0.17648,-0.011467,-0.06602,-0.23667,-0.11268,0.073726,-0.16961,0.28697,-0.13564,-0.10978,-0.066098,-0.075621,0.023939,0.027773,0.15313,-0.056316,-0.18616,0.20557,-0.17564,-0.050487,0.025022,0.033939,0.011105,-0.0071164
-12.384,-3.4117,-4.7441,1.4642,-4.6187,1.2547,2.8805,3.6312,2.0072,-0.71209,5.5208,-0.44577,6.3162,0.46078,-12.713,-3.9058,-10.166,-3.1342,-7.2067,-0.14116,-0.35729,0.4184,4.1984,-0.62803,2.1138,0.69226,1.354,1.1924,-1.8327,1.0055,-0.43852,-0.4827,0.69077,-0.046256,-0.34896,-1.1384,0.99209,-0.23952,-1.1289,-0.16475,-0.78921,0.85507,0.57241,-0.13948,0.1508,-0.4394,1.2733,-0.75208,-0.094262,0.17848
-13.105,2.3728,1.1025,-3.6726,1.5252,-1.6218,-0.74182,-1.8642,0.76876,0.044498,1.0098,2.1738,0.097858,-1.4491,-0.25352,-2.5492,2.098,3.1936,-1.7542,2.6738,1.5735,-1.5004,1.4961,-2.8526,1.0776,0.53792,0.84589,-1.2454,1.4307,-0.18536,-1.4403,3.4763,1.3796,0.28678,0.29314,0.35056,-2.3693,-0.44796,-0.58808,-1.3266,3.1519,-1.5884,1.6149,3.753,-2.0769,-4.1948,-0.27796,-2.8634,3.6559,0.98892
7.7678,1.3828,0.21544,-0.37594,-0.13755,-0.12514,-0.50499,-0.0097582,-0.247,-0.32819,-0.11017,0.27302,0.5477,-0.102,-0.083141,0.2558,0.32546,0.090383,-0.029819,0.28477,-0.11717,0.098701,0.18184,-0.14279,0.20337,-0.13011,-0.031066,0.0088665,-0.063211,0.056635,0.0684,-0.064302,0.013422,-0.048709,-0.017807,0.10652,0.065753,-0.040581,0.093651,-0.053913,-0.12437,-0.05551,-0.03775,-0.044476,-0.080726,0.026645,0.00063036,-0.03857,-0.00015072,0.061777
2.1238,-5.8907,-1.4704,-0.59469,-0.82888,0.68583,-0.67242,-0.72297,0.38807,0.52578,-0.5205,1.5719,0.90376,-0.078363,0.62577,-0.19639,-1.3997,-0.051995,-1.1282,-0.59878,0.37822,-0.075947,0.59588,0.80347,0.087763,-0.014159,-0.40526,-0.8481,1.5352,-1.3044,1.0011,0.59047,0.16767,-0.58251,1.2761,-0.09793,-0.27681,-0.6232,0.43775,1.5443,1.7596,-1.2666,1.2324,0.3244,-0.15412,1.4805,-1.2341,-0.67917,0.17744,-0.59846
3.8731,0.22448,1.1881,1.3755,-1.6309,-0.6566,0.43101,-0.51316,0.96636,-0.28048,1.571,0.18147,-0.56836,0.29149,-0.31554,-0.3209,0.24685,0.46554,0.22598,0.32885,0.71349,0.37747,0.32131,-0.017242,-0.5608,0.21916,-0.8147,0.83021,0.39183,-0.41714,-0.29718,-0.59875,-0.52097,0.18549,0.26979,0.56923,0.23696,-0.46844,0.43654,0.13698,-0.48897,0.52106,0.052362,0.66026,0.95009,0.25476,-0.14683,-0.23838,-0.19988,0.53352
-3.9691,-4.5139,-1.6343,2.8986,3.569,0.58114,2.3931,1.0142,-0.50462,-1.8067,1.6076,0.20199,-0.85826,-1.0492,1.3922,0.22622,0.56527,1.1237,0.32571,0.338,-0.86878,-0.6126,0.94018,-0.44576,2.5989,-0.36385,-1.2595,0.95991,0.21822,-0.49924,-0.15744,1.0567,-0.64377,-1.0408,0.10192,-1.6528,0.45961,-0.052036,1.8226,0.15512,1.0143,-0.74105,-0.086211,-0.36991,-0.096669,-0.51738,0.70618,1.2529,-0.34833,-0.048025
