-7.5118,8.096,1.0882,0.56726,2.6001,0.71667,-1.8311,-0.81883,2.3359,1.1152,-1.4697,-0.65144,-1.8603,-0.63115,0.53734,-0.52014,-0.27734,-0.47052,0.078079,-0.20891,0.77141,-0.62325,-0.20422,-0.93455,-0.30964,1.9957,-0.45768,0.77513,0.81108,0.3589,1.2679,-1.11,0.094724,0.35583,-1.2381,-0.58009,0.27675,-0.94219,-0.060643,0.34063,0.4035,0.66958,-0.85085,0.55577,-0.25985,-0.5294,-0.91219,0.50431,-0.8771,-1.1635
4.5938,-3.0765,1.3654,1.1477,1.6235,1.1469,0.12961,0.1147,0.50313,0.50205,-0.58937,-0.2035,-0.0097101,-1.3505,1.3383,0.72214,-0.37494,0.5874,1.2467,-0.51458,0.27665,-0.057213,-0.34507,0.5075,0.47852,0.36516,-0.085814,0.27901,0.21569,0.35032,-0.2645,1.1675,-0.52529,0.27647,-0.92427,0.47481,-0.52344,0.77087,0.22909,-0.11094,0.46405,0.16604,-0.89456,-0.62597,-0.051991,-0.37587,0.43352,-0.0033267,0.15261,-0.43945
-12.829,-4.4303,1.3692,-2.4713,-2.3439,-0.027609,1.0939,0.080547,-0.48691,-0.5418,-1.2942,-1.314,0.25805,0.41095,0.045022,-0.43139,0.38517,-0.76865,0.85645,-1.4193,0.69867,1.2607,0.16851,1.8746,1.5321,0.045318,-0.87133,0.58273,-0.55492,-2.6252,0.19011,0.52563,-0.90571,0.26793,-1.1303,0.11742,-0.72784,-1.9499,0.072824,0.55267,0.24709,0.38333,-0.58318,0.16671,0.23932,0.99085,0.45449,0.50712,-0.88357,-0.1478
-7.3321,-3.8877,0.5215,-0.22577,3.1021,2.019,1.7344,-0.00086764,-0.19468,-1.625,-0.86962,0.24458,1.833,-0.27493,0.73609,-0.76427,-1.4958,-1.0256,0.79763,-1.5349,-0.0011588,-0.82551,0.37226,0.17941,2.0048,-0.50701,-0.23111,0.33521,1.0837,-1.3001,1.3115,1.2552,0.072082,-1.4052,2.9473,-0.8039,-0.66658,0.98547,0.29377,-1.0224,1.2463,0.02569,0.32425,0.37287,0.33631,0.5694,-1.8257,0.52511,-0.19056,-1.2457
2.7008,-3.4801,2.1691,0.20742,0.24148,1.0961,0.70493,1.587,0.023716,-1.2509,-1.6549,1.3846,0.17172,-0.7609,0.38585,-0.82235,-0.68078,-1.3399,0.43374,0.11267,1.4577,-0.49495,1.4283,0.30392,0.44249,-1.4419,0.35872,-1.2975,-0.5358,-0.37633,-0.96146,-0.12369,-0.095521,-0.56752,-0.059664,0.039501,-1.3371,-0.17021,0.29758,0.29879,0.070722,0.77572,-0.28037,-0.042915,0.70071,-0.037705,-0.97541,-1.1269,-0.49874,-0.7806
3.4472,-3.6312,0.58365,-1.2656,2.3967,0.43556,-1.0107,1.114,-0.015463,0.55608,0.77138,0.30296,0.86163,0.52636,0.36633,-0.94989,0.2954,-0.20784,-0.78855,-0.43349,-0.61303,0.38383,-0.28025,0.079164,0.57665,0.33747,0.16882,0.37368,0.020449,-0.10415,1.2912,0.3915,-0.024523,0.15309,-0.4916,0.47786,0.41552,-0.48068,0.95992,0.51593,0.84876,-0.64513,-0.53465,1.4208,-0.49961,0.60866,0.27664,0.24032,-0.58499,-0.63352
-3.0802,2.3609,-5.3381,3.8902,2.7908,2.6848,1.1887,0.27374,-0.2698,0.56705,1.5301,-0.79971,-0.98217,0.21226,-0.89673,-2.0278,0.65289,0.090758,-0.62296,-1.1696,-0.32331,0.10669,-0.24558,0.792,-0.094073,0.074713,1.1949,0.40678,2.0669,-0.2387,1.1351,-0.1572,-0.42667,-1.3258,-0.90768,0.27123,0.12894,0.85439,1.655,-0.87594,1.885,-0.041165,1.4751,-0.8514,-0.47388,0.6568,0.089279,-0.47728,0.28441,1.1718
8.7589,-2.9616,0.09381,0.46498,0.32786,-1.2317,0.42895,-0.30338,-0.38543,-0.016498,-0.16195,-0.39453,0.52771,0.13486,0.36792,-0.43739,-0.63986,-0.20083,0.46047,-0.023949,0.23988,-0.43747,-0.157,0.28298,0.41599,-0.36074,-0.19296,-0.16389,-0.095854,0.045467,0.057294,-0.17341,-0.17681,-0.0076552,0.36745,0.016587,-0.13369,0.2647,-0.082531,-0.0038783,-0.34093,-0.21534,0.0014155,-0.028777,0.032863,-0.019077,0.2689,-0.058498,-0.14766,-0.082415
-4.9827,-4.5355,0.29125,-0.81593,1.4242,-0.12267,-1.0041,1.6447,1.4187,-0.28359,1.9375,0.70735,-0.16923,0.88299,0.13321,0.17852,2.4809,0.0028218,0.50414,0.10462,-0.80185,-0.80133,-1.1894,-0.4939,-0.9826,0.055471,0.67316,-1.1765,-0.14901,-1.0178,-0.99354,-0.05964,-1.2899,1.0346,0.57332,-3.1169,-0.61808,0.58127,0.43349,0.81956,-0.42955,0.20126,-1.0144,-0.8303,2.0639,-1.9651,-0.087692,1.9409,0.37305,-2.2337
-5.6593,1.8381,-5.3447,-2.3915,-0.52177,-0.55929,1.0593,-1.2787,-0.3083,1.2895,-0.13858,-3.1047,-2.4413,0.49288,0.68168,-1.1992,1.1636,1.391,-0.69731,2.3169,-0.93869,1.4483,1.7802,-1.3212,-1.0497,-3.563,-1.4288,1.3325,-0.63312,-0.36155,-1.1709,2.0831,-0.8704,-0.58304,-0.61452,-0.021112,-0.56823,-0.46556,0.05595,0.11661,-1.0657,-1.1431,-0.85038,-0.2876,0.58557,1.1607,0.59803,1.3748,-0.96418,0.10179
