-3.681,-0.11716,-6.4878,2.6951,2.1239,0.084589,1.5543,1.3032,0.70035,-0.29605,0.28936,-2.3035,1.2898,0.35361,-0.86032,-1.2308,0.23539,0.51391,0.88197,-1.8904,0.65761,-0.57308,-1.6522,0.87518,-0.60059,0.72181,0.083751,0.42428,-0.14326,-0.18635,0.42783,-0.34901,-0.10656,-0.59829,-0.36391,-0.27323,0.51169,0.5091,0.50835,0.53686,-1.3755,-0.7626,-0.44643,0.28385,-0.55153,0.70991,0.51179,0.20978,-0.29199,0.62246,0.52679,-0.016672,-0.071522,-0.78023,-0.13815,0.95338,1.7063,-0.42956,0.58395,0.56657,-0.1781,-0.44754,0.25214,0.34205,0.46441,0.27357,0.1201,-0.48013,-0.34377,-0.25194,-0.82377,-0.11214,-0.14819,-0.33476,0.14642,0.16322,0.28987,-1.1579,0.44075,-0.13127,0.43512,-0.15251,-0.4933,0.93537,-0.026246,0.65272,0.030507,0.12741,0.12559,-0.050352,-0.28,-0.4513,-0.27911,-0.54025,-0.34612,-0.50587,0.21259,-0.86108,0.47216,0.058703
-0.72862,-13.675,2.2637,-2.6396,0.5657,2.9684,0.55166,-2.2849,1.649,1.1845,-0.88879,0.55851,0.57697,-0.35809,-0.2108,1.2313,0.53973,-1.0027,-0.37991,-0.18537,-1.2876,0.81417,-0.51423,-0.20646,-0.56609,0.034288,0.26591,-0.96909,0.43245,1.1153,-1.0801,0.53228,0.32938,0.77518,0.76276,1.4562,-0.1055,-1.6937,0.056008,-0.20707,-0.95089,0.19649,-0.13547,-0.87006,-0.34355,-0.036139,-0.18736,-0.47041,0.049532,0.66922,-0.22274,0.56588,-0.99968,1.2894,-0.5416,0.78664,0.1677,0.29601,-0.71135,-0.71651,-1.0982,0.44746,0.077686,-0.72786,-0.1641,-0.3688,0.40565,-0.45613,0.03443,-0.93391,-0.30275,-0.60529,-0.51,0.54782,0.92715,0.93257,0.12943,0.15916,-0.18636,-0.31669,-0.15038,-0.14604,0.40116,0.40369,-1.0024,0.69128,-0.61352,-0.12152,-0.55532,-0.027068,-0.077288,0.2249,0.22543,0.9507,-0.28711,-0.95786,-0.1161,-0.24049,-0.57923,1.3778
-8.5664,-11.891,0.27049,0.51113,-1.1147,-4.5136,-2.324,1.2199,0.74655,0.61156,0.47698,-0.58869,-0.095788,0.92487,-0.027466,-0.17546,-0.15585,-0.051339,0.58533,-0.35338,0.76734,-0.020509,-0.19061,0.2196,0.27139,0.3391,0.31792,0.0014707,0.028613,-0.10454,-0.065942,-0.09965,-0.19924,-0.019471,-0.060678,0.11715,0.09531,0.21647,0.34043,0.049785,0.027518,0.24914,-0.053024,-0.21468,-0.14243,-0.19324,-0.39781,0.039977,0.26389,0.0095079,0.16898,-0.39571,-0.23336,0.15742,-0.55268,0.39847,0.17699,0.085957,0.20655,-0.10685,0.1158,-0.18934,-0.012758,-0.10933,-0.10592,-0.073725,0.24442,0.095724,0.15602,-0.17038,0.4144,0.047989,-0.1946,0.24538,-0.068408,-0.10341,0.077077,-0.056559,-0.11272,0.20509,-0.19732,-0.16499,-0.15633,-0.28834,-0.082005,-0.059471,-0.036365,0.10487,-0.18378,0.096596,-0.06203,-0.092673,-0.093251,0.0019217,-0.12348,-0.1857,-0.23741,0.23835,0.059976,0.25015
16.328,4.999,2.2986,-1.9305,-4.8477,0.24148,-0.077094,-1.0916,-1.7369,0.87317,0.33328,-1.9321,0.22815,1.1121,-1.2107,1.7949,2.077,-1.2036,1.6603,-0.83953,-1.6072,-0.043112,-0.27297,3.2318,0.27782,2.0757,0.20793,-1.7198,0.66313,1.7451,2.8352,-0.81021,3.159,1.015,0.33894,-0.82529,1.6861,0.32006,1.0442,0.3482,-0.67064,-0.61514,0.74526,1.0996,-2.2092,-0.87849,-0.72466,3.1292,2.5033,0.47428,3.0587,0.59565,1.9273,0.75921,-0.829,1.0614,-2.4171,-0.032662,-2.8054,1.907,0.081055,-0.60053,0.25392,0.68731,1.3444,1.3161,0.15177,1.8397,-0.073618,-1.9846,-1.3924,0.64179,0.13058,1.8457,0.67231,-0.16418,-2.5279,-1.2965,0.91148,-1.3036,-0.45911,1.3013,-1.5135,-0.80642,-0.59114,0.39287,-0.89523,0.65859,-0.63117,1.4094,2.2448,-0.11536,0.73412,-0.88553,0.15181,0.78921,-0.92644,-1.1539,-1.6477,-0.39568
-1.8312,3.6022,0.36077,-2.7016,2.6671,0.38906,-0.95676,0.79874,0.0081884,-1.2317,0.081066,2.1639,-1.8397,2.1193,-0.34996,-0.037743,1.2318,0.68237,0.18607,-0.255,-1.0449,-0.17543,0.67162,-0.68753,-0.25291,0.39259,-0.51605,0.37263,-1.039,-0.25969,-0.020506,-0.90354,0.043893,-0.46256,1.4126,-0.6603,0.92656,-0.36102,0.43629,-0.20509,0.28143,0.66257,0.90545,-0.87023,0.89659,0.08414,0.43645,-1.2607,0.092774,0.55201,-0.73803,-0.67642,0.17373,0.92891,0.81294,0.10366,-0.021994,-1.8599,-0.089182,0.60085,0.3136,0.25384,0.72107,0.46368,-1.4488,0.2631,0.23327,-0.035809,-0.67418,-1.0216,-0.56195,0.89241,0.42614,-0.028936,0.58281,0.71163,-0.031169,0.57715,0.018086,0.65595,-0.28632,0.01244,-0.42572,1.365,0.8872,-0.29863,-0.29559,0.25262,-1.3877,-1.4233,0.5465,-0.48552,-0.21181,0.92179,-0.72985,-0.21472,0.228,0.17593,-0.35116,-0.80024
8.0679,4.1515,1.0571,-2.5946,4.3465,0.37449,1.8859,1.0722,-0.072124,1.9279,0.75245,0.045062,-2.2249,1.989,-2.4993,0.40961,0.66302,-0.61397,0.89219,-2.0253,-0.83506,0.19354,1.3443,1.1827,0.9314,-0.42648,-2.1895,-0.7222,-2.1759,-2.704,0.71007,-0.61477,-0.48655,-1.6856,2.522,-0.5862,1.916,-0.48067,0.87311,-0.95923,-0.0026022,0.042825,2.3654,-0.30247,-0.55859,-0.6034,-0.13302,1.5452,0.13282,-0.058762,-0.68868,1.7402,1.3105,0.66623,-1.4973,0.56717,0.040657,0.94201,-0.38373,1.6038,0.80056,-0.92897,1.3987,0.14118,-4.8776,0.62467,-0.11958,-0.13147,1.9721,1.7194,-0.59676,-1.3378,0.66166,0.74786,-1.0459,0.36401,2.4096,0.81435,-1.0426,1.6486,1.0401,2.1518,0.48932,1.6588,2.3159,0.16163,0.027683,-1.4105,1.1082,-0.25056,1.5717,-0.059062,-1.1485,0.43838,0.55534,-1.654,0.11307,-0.55927,-1.6283,0.43839
-10.449,3.3019,2.4062,0.32322,-0.47287,0.090832,-0.43073,0.66523,0.34802,0.86763,0.61752,-0.98733,-0.37345,0.21565,-0.022357,0.19047,0.068458,0.13315,-0.33483,-0.34605,0.26353,0.042297,-0.17938,-0.56078,0.069791,-0.1125,-0.11806,-0.098802,0.1674,0.12887,0.037876,0.15612,-0.094386,-0.13863,0.23533,-0.16762,-0.22369,0.30612,-0.22084,0.056145,-0.06873,-0.27362,0.079808,0.26409,0.075584,0.1423,-0.11986,-0.048181,0.17813,-0.18437,0.18488,0.025399,-0.09,-0.18749,0.022302,-0.04026,-0.20377,-0.18873,-0.12578,-0.13095,-0.052244,0.15687,-0.1978,0.090079,0.002864,0.072289,-0.024954,-0.063941,0.039639,0.080332,0.14622,-0.019711,-0.013174,-0.13811,-0.06592,0.046617,0.10169,0.031981,-0.22509,0.10849,-0.17122,0.11912,-0.10779,-0.0094313,0.14944,0.099948,-0.050344,0.08831,0.17499,-0.075694,-0.12834,0.12487,0.12489,0.0071079,-0.016868,0.085786,0.047982,0.024042,0.024467,-0.039726
-1.2657,-13.045,2.32,-2.2219,1.1422,2.5918,-0.063975,-1.0292,1.0248,0.4437,0.15494,-0.26554,-0.079792,-0.64107,-1.3197,0.98044,0.25438,-0.81916,0.11918,-0.38793,-0.6269,-0.20531,0.20651,-0.28127,-0.17991,-0.24506,-0.27133,-0.84638,-1.3808,0.75137,-0.33749,0.19595,0.42089,-1.0501,0.29218,1.0662,-0.27337,-0.70985,0.6523,-0.58753,-0.13087,-0.545,0.5157,0.027609,-0.43819,1.0236,-0.42988,0.63512,0.34344,-0.33168,0.49996,0.20169,-0.051419,0.27581,-0.77998,0.65375,-0.40859,-0.42136,1.1179,-0.22516,-0.31891,0.67289,-0.022911,-0.073583,-0.27628,-0.35222,0.49342,-0.079078,-0.85419,-0.14643,-1.1712,-0.21928,-0.20788,-0.64629,0.32235,-0.18569,0.058107,-0.74341,-0.88521,-0.02272,0.88161,-0.025037,0.080131,-0.19956,0.2416,0.83593,-0.47502,1.0416,0.2087,0.61431,-0.7978,0.266,0.76392,-0.32251,0.33169,0.20571,-1.2774,-0.091166,0.099528,1.424
16.34,-8.2821,2.0866,-3.3983,-1.4469,-5.4327,2.1075,0.97108,2.8301,-2.2209,-0.68483,-4.4821,-2.7694,-0.96716,-2.2591,-4.9826,-0.054097,0.098188,-2.1268,5.1134,-10.604,-11.979,1.8552,-4.998,-1.7811,1.104,2.5561,1.1486,3.3507,4.6678,1.039,-0.21879,-0.35949,0.32605,-1.4958,-1.8166,-0.34981,1.0984,-1.175,-0.8244,-0.49699,-1.1465,0.53229,-0.7018,-0.7678,-0.29358,-0.98,0.67729,-0.60382,0.2286,-0.80973,0.71314,1.5932,-0.41003,1.1855,1.0211,-0.41216,0.01166,0.0032745,-0.76468,-0.96316,1.048,-0.15495,-0.0088689,-0.51894,0.41065,-1.389,-0.4081,-1.0032,0.50628,0.15801,-0.10162,-0.29731,-0.22143,0.29961,0.30568,0.099818,-0.52288,0.14767,0.11774,0.47955,-0.21859,-0.12399,-0.50991,0.46022,0.29268,-0.9797,0.51768,-0.81855,0.29409,0.072177,0.62261,0.24808,0.11291,-0.020404,0.47259,0.24249,-1.0683,-0.51063,0.61195
15.447,5.215,0.50603,1.0832,-1.8588,1.8781,-3.3563,-0.63998,-2.635,-0.95816,-0.035568,0.28489,0.77561,2.0916,-0.25134,-0.045608,1.4577,-2.1906,0.12354,-1.1239,-2.084,-1.9943,-0.40214,2.3341,0.62029,-1.3827,1.4993,-0.17379,0.30856,-0.38501,-1.2005,-2.3555,0.83398,0.9117,1.9209,-0.4377,-0.32305,0.45311,2.1841,-1.9284,1.1349,-1.3881,2.0308,3.1751,0.29196,-1.6544,0.33883,-0.2243,1.2519,0.84883,1.6408,-1.0997,-2.3113,2.0541,0.39063,1.537,0.70862,-0.51377,0.32177,0.94919,-1.9325,-0.51309,0.60242,3.7314,2.4669,0.85528,-0.016301,-2.0169,-1.9227,-0.46077,1.6745,-0.75687,0.33849,0.69077,2.6859,1.379,-1.6201,-1.8619,0.0071407,1.0742,2.3176,1.5983,0.6448,1.9266,0.01628,1.3903,-1.4792,-2.4235,2.3879,-1.779,-2.2472,1.1054,-0.2536,2.3894,0.091685,0.2823,-0.63206,1.3346,-0.13964,-1.0128
