24,3
36,3
37,3
41,3
88,3
89,3
103,3
115,3
136,3
141,3
268,3
276,3
36,4
61,4
70,4
78,4
79,4
117,4
70,6
118,6
138,6
24,9
30,9
43,9
45,9
70,9
134,9
6,12
30,12
37,12
148,12
52,16
57,16
81,16
24,17
30,17
33,17
36,17
37,17
40,17
43,17
45,17
70,17
71,17
94,17
103,17
117,17
40,18
41,18
57,18
70,18
76,18
9,19
24,19
26,19
30,19
37,19
43,19
57,19
70,19
85,19
127,19
136,19
271,19
81,20
1,24
2,24
3,24
5,24
6,24
9,24
17,24
19,24
20,24
23,24
25,24
26,24
27,24
28,24
30,24
32,24
33,24
36,24
37,24
40,24
43,24
45,24
50,24
52,24
53,24
56,24
57,24
64,24
65,24
70,24
71,24
73,24
76,24
77,24
78,24
79,24
81,24
83,24
88,24
89,24
94,24
97,24
102,24
103,24
105,24
107,24
110,24
111,24
115,24
117,24
120,24
127,24
132,24
134,24
135,24
136,24
138,24
142,24
173,24
188,24
213,24
219,24
271,24
33,25
40,25
42,25
52,25
64,25
27,26
138,26
26,27
50,27
61,27
70,27
71,27
78,27
83,27
117,27
6,28
24,28
36,28
53,28
73,28
76,28
79,28
117,28
138,28
141,28
142,28
145,28
159,28
173,28
188,28
205,28
251,28
264,28
24,33
25,33
26,33
30,33
36,33
57,33
71,33
78,33
85,33
88,33
89,33
94,33
103,33
105,33
117,33
132,33
138,33
271,33
4,36
70,36
71,36
73,36
78,36
88,36
94,36
117,36
132,36
138,36
149,36
30,37
88,37
135,37
9,41
36,41
42,41
61,41
70,41
71,41
78,41
88,41
105,41
45,43
9,45
19,45
24,45
30,45
43,45
27,50
33,57
43,57
61,57
78,57
88,57
117,57
3,58
9,58
24,58
25,58
33,58
41,58
42,58
50,58
57,58
71,58
75,58
78,58
83,58
85,58
94,58
97,58
103,58
105,58
109,58
120,58
132,58
134,58
138,58
172,58
177,58
255,58
268,58
149,59
173,59
27,61
81,64
36,65
73,65
27,70
36,70
73,70
78,70
138,70
27,71
36,71
43,71
70,71
73,71
85,71
142,71
36,73
70,73
71,73
82,73
138,73
30,74
236,74
9,75
24,75
27,75
30,75
33,75
36,75
40,75
42,75
57,75
58,75
70,75
71,75
78,75
88,75
94,75
103,75
109,75
117,75
132,75
138,75
271,75
13,78
23,78
27,78
33,78
41,78
42,78
70,78
88,78
103,78
117,78
64,81
73,82
24,83
27,83
33,83
42,83
43,83
45,83
57,83
70,83
73,83
88,83
89,83
94,83
103,83
117,83
132,83
138,83
268,83
25,84
57,84
117,84
138,84
33,88
36,88
41,88
70,88
78,88
89,88
103,88
117,88
132,88
134,88
138,88
2,89
30,89
33,89
36,89
41,89
58,89
70,89
78,89
88,89
103,89
132,89
4,94
9,94
15,94
24,94
27,94
30,94
33,94
36,94
37,94
41,94
43,94
45,94
50,94
57,94
70,94
71,94
78,94
85,94
88,94
103,94
105,94
117,94
120,94
132,94
136,94
138,94
239,94
255,94
268,94
64,97
150,97
152,97
161,97
163,97
177,97
237,97
255,97
4,102
9,102
24,102
27,102
33,102
36,102
42,102
53,102
70,102
71,102
78,102
83,102
88,102
89,102
94,102
103,102
105,102
117,102
132,102
135,102
136,102
138,102
3,103
4,103
36,103
78,103
88,103
105,103
111,103
117,103
132,103
138,103
102,105
26,106
33,106
36,106
42,106
70,106
78,106
94,106
105,106
117,106
132,106
138,106
9,107
30,107
33,107
36,107
42,107
43,107
45,107
57,107
70,107
78,107
83,107
88,107
117,107
132,107
138,107
218,110
19,113
36,113
70,113
6,115
24,115
36,115
45,115
57,115
70,115
71,115
76,115
78,115
88,115
89,115
97,115
103,115
105,115
117,115
2,117
4,117
24,117
25,117
27,117
33,117
36,117
57,117
71,117
78,117
88,117
94,117
102,117
103,117
105,117
115,117
132,117
138,117
271,117
24,118
26,118
33,118
36,118
70,118
73,118
78,118
85,118
88,118
103,118
106,118
117,118
138,118
40,123
8,128
9,132
33,132
36,132
42,132
43,132
57,132
70,132
78,132
88,132
94,132
102,132
103,132
117,132
138,132
43,134
1,135
4,135
9,135
13,135
27,135
36,135
37,135
50,135
57,135
70,135
78,135
85,135
88,135
94,135
106,135
115,135
117,135
126,135
134,135
138,135
141,135
142,135
159,135
172,135
218,135
255,135
271,135
6,138
24,138
26,138
33,138
36,138
43,138
57,138
70,138
78,138
88,138
103,138
106,138
117,138
132,138
147,141
149,141
173,141
174,141
178,141
224,141
225,141
239,141
268,141
157,143
168,143
188,143
207,143
222,143
260,143
262,143
267,143
157,145
161,145
186,145
198,145
207,145
217,145
242,145
244,145
248,145
262,145
263,145
142,146
147,146
193,146
247,146
157,147
186,147
212,147
222,147
242,147
258,147
274,147
186,152
174,153
178,153
188,153
192,153
214,153
219,153
254,153
147,154
223,154
210,155
145,157
186,157
207,157
212,157
223,157
186,158
175,159
145,161
152,161
186,161
193,161
219,161
260,161
173,162
142,163
145,163
178,163
192,163
193,163
228,163
271,163
143,168
145,168
149,168
167,168
177,168
186,168
188,168
208,168
212,168
223,168
240,168
255,168
258,168
263,168
268,168
276,168
193,170
254,170
70,171
159,171
207,171
9,172
41,172
42,172
110,172
142,172
177,172
178,172
193,172
214,172
228,172
255,172
268,172
271,172
186,173
147,174
149,174
153,174
159,174
167,174
195,174
204,174
214,174
228,174
257,174
268,174
276,174
186,175
110,176
142,176
159,176
167,176
168,176
174,176
178,176
193,176
228,176
255,176
276,176
60,178
193,178
223,178
250,178
218,180
233,180
142,182
159,182
193,182
223,182
25,183
27,183
33,183
116,183
117,183
142,183
159,183
161,183
170,183
179,183
193,183
199,183
207,183
249,183
252,183
258,183
266,183
147,186
152,186
157,186
161,186
173,186
175,186
190,186
194,186
206,186
207,186
222,186
223,186
247,186
262,186
267,186
262,190
37,193
78,193
110,193
111,193
142,193
149,193
152,193
161,193
163,193
170,193
172,193
178,193
182,193
198,193
200,193
212,193
214,193
218,193
219,193
223,193
225,193
228,193
235,193
236,193
237,193
247,193
248,193
250,193
255,193
264,193
266,193
271,193
275,193
70,194
145,194
152,194
157,194
186,194
188,194
223,194
258,194
264,194
268,194
270,194
147,195
178,195
205,195
223,195
262,195
268,195
271,195
149,197
153,197
168,197
176,197
190,197
198,197
266,197
145,198
263,199
37,205
142,205
149,205
168,205
188,205
192,205
193,205
195,205
218,205
222,205
255,205
258,205
268,205
186,206
145,207
157,207
223,207
161,208
147,212
157,212
224,214
142,215
153,215
192,215
267,215
212,216
145,217
239,217
193,219
199,220
147,222
186,222
145,223
157,223
178,223
186,223
207,223
250,223
152,224
193,224
142,225
188,225
193,225
228,225
264,228
50,235
142,235
159,235
172,235
173,235
176,235
178,235
179,235
188,235
193,235
201,235
212,235
214,235
219,235
225,235
228,235
247,235
250,235
255,235
266,235
268,235
271,235
70,236
142,236
144,236
149,236
193,236
199,236
218,236
228,236
247,236
255,236
141,239
212,239
217,239
200,240
266,240
147,242
42,243
142,243
145,243
149,243
159,243
168,243
172,243
178,243
192,243
193,243
194,243
225,243
228,243
236,243
251,243
264,243
268,243
270,243
271,243
273,243
145,244
145,246
159,246
203,246
186,247
145,248
178,250
193,250
203,250
223,250
178,254
193,255
236,255
167,257
147,258
141,260
203,260
223,260
145,262
186,262
199,263
217,263
223,263
237,263
228,264
142,265
157,265
192,265
225,265
239,265
263,265
271,265
142,266
186,267
145,268
149,268
214,268
223,268
237,270
142,273
144,273
147,273
149,273
168,273
198,273
201,273
239,273
247,273
250,273
147,274
9,276
40,276
68,276
110,276
142,276
143,276
145,276
159,276
168,276
172,276
193,276
218,276
225,276
228,276
236,276
255,276
266,276
268,276
271,276
